2,7,Çok çok iyi çok memnun kaldım alırken tereddüt içindeydim ama alınca kullanınca keşke en başında alsaydım dedim .,5,bu ürünü Hepsiburada satıcısından aldı.
2,8,Arkadaşıma hediye aldım. Philips ürünleri güzel. Tavsiye ederim. F/P ürünü.,5,bu ürünü Hepsiburada satıcısından aldı.
2,9,"Patates, Börek  ve köfte yaptık. Bir miktar mutsuz olduk. Ürünün disini kuruttu. İçi puşmemisti. Biraz daha jullanip tecrübe esince bir daha yorum yapacağim.",4,bu ürünü Hızlıgitti satıcısından aldı.
2,10,"Kargo çok hızlıydı. Gelir gelmez patates,kestane ve tavuk yaptık harika oldu. Çok pratik tavsiye ederim.",5,bu ürünü Hızlıgitti satıcısından aldı.
3,1,O tavuğu en iyi şef bunun gibi pisiremez iddia ediyorum...airfry da tek marka Philips tartışmasız,5,bu ürünü Hızlıgitti satıcısından aldı.
3,2,L Hacmindeki modellerdeki en kuvvetli cihaz.,5,bu ürünü Hepsiburada satıcısından aldı.
3,3,"et, tavuk, sebze fark etmeksizin performansından çok memnun kaldım. hacmi iki kişi için de gayet yeterli.",5,bu ürünü Hepsiburada satıcısından aldı.
3,4,güzel ve pratik,5,bu ürünü Hepsiburada satıcısından aldı.
3,5,Philips markası ne daha ne olsun. Teşekkür ederim.,5,bu ürünü Hepsiburada satıcısından aldı.
3,6,Süper ürün. Teşekkürler.,5,bu ürünü Hepsiburada satıcısından aldı.
3,7,Muhteşem bayııldıımm yemek derdi bitti ☺️,5,bu ürünü Hepsiburada satıcısından aldı.
3,8,Her evde olması gerekiyor.,5,bu ürünü Hepsiburada satıcısından aldı.
3,9,Ürün hacım olarak küçük geldiğinden iade ettim,5,bu ürünü Hepsiburada satıcısından aldı.
3,10,"Ürün olduğu gibi herhangi bir ekstra paketleme yapılmadan teslim edilmiş , Ürün kutudan çıkarıldıktan sonra hazne bölümü çatlak olduğu anlaşılmış yenisi ile değişim talebi oluşturdum. 

Bu tür elektronik eşyalar ilk başta gönderilirken pat pat naylona sarılıp gönderilmesi daha uygun olur daha sonrada satıcı-taşıma-alıcı bu üç iş gücü tekrar aynı döngüye bırakılmamalı. 

Lütfen yeni ürünü gönderirken pat pat naylon tercihiniz olsun.",1,bu ürünü Hepsiburada satıcısından aldı.
4,1,Ürün güzel ancak kargo rezaletti 5 gündür şubede bekletildi keyfi olarak.. 5. Günün ardından gelebildi,4,bu ürünü Hızlıgitti satıcısından aldı.
4,2,Kullandıktan SONRA yorum yapıyorum her eve lazım... Net.,5,bu ürünü Hepsiburada satıcısından aldı.
4,3,İlk kullanım sonrası yorumum; muhteşem,5,bu ürünü Hepsiburada satıcısından aldı.
4,4,İçinde kullanma kılavuzu yok,4,bu ürünü Hepsiburada satıcısından aldı.
4,5,Başka marka almamak lazım,5,bu ürünü Teknosa satıcısından aldı.
4,6,Beklediğimizden iyi çıktı,5,bu ürünü Hepsiburada satıcısından aldı.
4,7,10 numara 5 yıldız,5,bu ürünü Hepsiburada satıcısından aldı.
4,8,Kaliteli ürün tek dezavantajı içinde sepet olmaması,5,bu ürünü Hızlıgitti satıcısından aldı.
4,9,"Kullanımı pratik,hızlı",5,bu ürünü Hepsiburada satıcısından aldı.
4,10,Şuan için çok güzel temizlik kolay,5,bu ürünü Hızlıgitti satıcısından aldı.
5,1,Şuan için çok güzel temizlik kolay,5,bu ürünü Hızlıgitti satıcısından aldı.
5,2,Kaliteli,5,bu ürünü Hepsiburada satıcısından aldı.
5,3,Güzelmiş keşke daha önce alsaydım,4,bu ürünü Hepsiburada satıcısından aldı.
5,4,Ürünü çok beğendim tek kötü yanı alacaklar mutlaka okumalı iç haznesi çıkıp makinaya atılmıyor ne yazikki,3,bu ürünü Hepsiburada satıcısından aldı.
5,5,Harika,5,bu ürünü ucuzdepomm satıcısından aldı.
5,6,Çok iyi,5,bu ürünü Hepsiburada satıcısından aldı.
5,7,çok iyi,5,bu ürünü Hepsiburada satıcısından aldı.
5,8,Teşekkürler,5,bu ürünü Hepsiburada satıcısından aldı.
5,9,Bozuk ürünü göndermişler paketlenmesinden belli üründe sıkıntı olduğu 2 gün sonra teslimat dediler süreyi geçtiler ve bozuk ürün geld,1,bu ürünü Hepsiburada satıcısından aldı.
5,10,Her seyi kuru seviyorsan al,3,bu ürünü Hepsiburada satıcısından aldı.
6,1,Ürün bozuk geldi . Kargolanma sıkıntılı . Ürünün üzerinde ki yapışkanlar bile sökülmüş,1,bu ürünü Hepsiburada satıcısından aldı.
